run_id,condition,phase,language,entry_id,gloss_en,expected_surfaces,top1_surface,topk_surfaces,rank_of_first_expected,resonance_expected,resonance_top1,resonance_top2,margin,success_topk
RUN_1768091923,C1_JP_ONLY,A,JP,JP011,study,['べんきょう'],べんきょう,"['べんきょう', 'こども', 'やまみち', 'やまかわ', '子供']",1,0.016174313939891955,0.509154731879423,0.08578128858802922,0.4233734432913937,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP012,life,['いのち'],いのち,"['いのち', 'あたらしいいのち', 'かぜ', 'あおぞら', 'みち']",1,0.01671120535439758,0.5303263143380724,0.45756197663082365,0.07276433770724877,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP013,eat,['たべる'],たべる,"['たべる', 'たかい', '月', 'つき', 'はやい']",1,0.015402824204764598,0.493615589578314,0.10410734646257809,0.3895082431157359,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP014,drink,['のむ'],のむ,"['のむ', '山', 'ひとこども', 'した', 'ながい']",1,0.01527491223166375,0.4984364369169869,0.07211734717593694,0.42631908974105,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP015,see,['みる'],みる,"['みる', 'みち', 'べんきょう', 'おおい', 'つき']",1,0.015867273998590645,0.5112756519563222,0.06899232842285824,0.44228332353346395,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP016,go,['いく'],いく,"['いく', 'ちいさいかわ', 'かわ', 'あおぞら', '川']",1,0.014636853467515582,0.4858974802256433,0.090341453447054,0.39555602677858925,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP017,come,['くる'],くる,"['くる', 'ひのひかり', 'かわ', 'べんきょう', 'みず']",1,0.014952595875469252,0.5031725563734439,0.0768376819263875,0.4263348744470564,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP018,enter,['はいる'],はいる,"['はいる', 'みち', 'かぜ', 'たべる', 'やま']",1,0.015795830553874672,0.5027618858768335,0.06501965820730703,0.4377422276695264,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP019,exit,['でる'],でる,"['でる', 'べんきょう', 'あおぞら', 'おおい', 'たかいやま']",1,0.015462740442318112,0.5025641642691044,0.10286432659361357,0.3996998376754909,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP020,big,['おおきい'],おおきい,"['おおきい', 'はいる', 'かわべ', 'そば', 'みる']",1,0.017276139734135977,0.5355245103591172,0.08109981896248981,0.4544246913966274,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP021,small,['ちいさい'],ちいさい,"['ちいさい', 'ちいさいかわ', 'みる', 'うえ', 'あお']",1,0.014238457471485066,0.46871364033704715,0.4200241841066557,0.04868945623039145,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP022,long,['ながい'],ながい,"['ながい', 'ちいさいかわ', 'やまかわ', '人', 'うみかぜ']",1,0.016663091919085958,0.5187829858579894,0.08335779486693902,0.4354251909910504,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP023,high,['たかい'],たかい,"['たかい', 'たかいやま', 'はいる', 'でる', '川']",1,0.014916974772236812,0.48827108388722523,0.4264912754030834,0.06177980848414183,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP024,new,['あたらしい'],あたらしい,"['あたらしい', 'あたらしいいのち', '人', 'ひとこども', 'した']",1,0.01588997979971214,0.5099658220247425,0.46048686980001446,0.049478952224728034,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP025,old,['ふるい'],ふるい,"['ふるい', 'うみかぜ', '海', 'かわべ', 'あたらしいいのち']",1,0.014186228088302808,0.4827025904998975,0.09481285077747581,0.3878897397224217,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP026,early,['はやい'],はやい,"['はやい', 'ひと', 'いのち', '人', 'みる']",1,0.015329704845910078,0.48851211490076085,0.08101677903236588,0.407495335868395,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP027,many,['おおい'],おおい,"['おおい', 'あたらしいいのち', 'あおぞら', 'たべる', 'うみかぜ']",1,0.014901122848955348,0.4739914452921352,0.08079734310594798,0.3931941021861872,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP028,few,['すくない'],すくない,"['すくない', 'あたらしい', 'たかい', 'あお', 'おおきい']",1,0.01826271289760069,0.554124091802416,0.09460513412798624,0.45951895767442974,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP029,up,['うえ'],うえ,"['うえ', '火', 'やまかわ', 'ひ', 'いのち']",1,0.014516826982504786,0.4723980032005583,0.05477356003329839,0.4176244431672599,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP030,down,['した'],した,"['した', 'かわ', 'そら', 'うみそら', 'たかいやま']",1,0.015906789382945097,0.49813346592001273,0.09346795690313317,0.4046655090168796,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP301,blue,['あお'],あおぞら,"['あおぞら', 'あお', 'おおい', 'ながい', 'たかいやま']",2,0.014095320031884975,0.45263452995545467,0.4505183003914281,0.0021162295640265727,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP302,road,['みち'],みち,"['みち', 'やまみち', 'のむ', '山', 'やまかわ']",1,0.01550228802146636,0.4883338164852671,0.43080791248256656,0.05752590400270052,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP303,wind,['かぜ'],かぜ,"['かぜ', 'うみかぜ', 'ふるい', '子供', 'おおきい']",1,0.017225577134960247,0.5400893485282561,0.4741569359524185,0.0659324125758376,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP304,side,['そば'],そば,"['そば', 'かわべ', '川', '空', 'ちいさいかわ']",1,0.016038241862651494,0.5073113168689607,0.4750437889285448,0.032267527940415874,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP201,light,"['ひかり', '光']",光,"['光', 'ひかり', 'ひのひかり', 'つきひかり', 'つき']",1,0.016576459219486854,0.5329559884354046,0.5150793517998634,0.017876636635541177,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP202,water,"['水', 'みず']",水,"['水', 'みず', 'ひかり', 'した', 'いのち']",1,0.016514099582846567,0.5114424862862847,0.5070787048718784,0.004363781414406298,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP203,fire,"['ひ', '火']",ひ,"['ひ', '火', 'ひのひかり', 'いのち', 'すくない']",1,0.014393008444139717,0.4784321281000105,0.4655375331300853,0.012894594969925233,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP204,moon,"['月', 'つき']",つき,"['つき', '月', 'つきひかり', 'たべる', 'みる']",1,0.01467472556405343,0.4784669915201936,0.4739478909032276,0.004519100616966032,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP205,sky,"['そら', '空']",そら,"['そら', '空', 'うみそら', 'あおぞら', 'たかい']",1,0.016902329021800326,0.5356276779117707,0.5224415731064581,0.01318610480531257,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP206,mountain,"['やま', '山']",山,"['山', 'やま', 'やまかわ', 'やまみち', 'たかいやま']",1,0.015316766607375965,0.49729020670133006,0.4745225677909943,0.022767638910335786,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP207,river,"['川', 'かわ']",川,"['川', 'かわ', 'かわべ', 'やまかわ', 'ちいさいかわ']",1,0.014116752094400822,0.46939695949533755,0.447448754447032,0.021948205048305525,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP208,sea,"['海', 'うみ']",海,"['海', 'うみかぜ', 'うみ', 'うみそら', 'やまかわ']",1,0.014970646375824804,0.47837295798296153,0.47812333916902805,0.0002496188139334832,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP209,person,"['ひと', '人']",ひと,"['ひと', '人', 'ひとこども', 'こども', 'やまみち']",1,0.014354718149653795,0.47061604122727896,0.46101522120227595,0.00960082002500301,True
RUN_1768091923,C1_JP_ONLY,A,JP,JP210,child,"['こども', '子供']",こども,"['こども', '子供', 'ひとこども', 'かわべ', 'そら']",1,0.0139340826856212,0.45975198303968234,0.44460294688458446,0.015149036155097884,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN101,light,['light'],light,"['light', 'old', 'see', 'many', 'river']",1,0.015372160253010483,0.494236118434722,0.08258381127690845,0.41165230715781354,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN102,water,['water'],water,"['water', 'go', 'blue', 'long', 'down']",1,0.01637485375337594,0.5071300360147951,0.07195053094440873,0.4351795050703864,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN103,fire,['fire'],fire,"['fire', 'river', 'few', 'old', 'long']",1,0.01430348823551436,0.46264202888227723,0.06084446927135198,0.4017975596109252,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN104,moon,['moon'],moon,"['moon', 'see', 'eat', 'child', 'light']",1,0.015892254306056793,0.513270273926189,0.0869321968286151,0.4263380770975739,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN105,sky,['sky'],sky,"['sky', 'exit', 'child', 'mountain', 'study']",1,0.017217953666049904,0.5321973550132141,0.0645784055435333,0.4676189494696808,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN106,mountain,['mountain'],mountain,"['mountain', 'moon', 'wind', 'water', 'high']",1,0.013636123251959002,0.4427246771068499,0.10082461825338816,0.3419000588534617,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN107,river,['river'],river,"['river', 'long', 'mountain', 'small', 'go']",1,0.014902219231604478,0.49551457376818053,0.06106158421462858,0.43445298955355194,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN108,sea,['sea'],sea,"['sea', 'child', 'mountain', 'sky', 'many']",1,0.014752125258126695,0.47139032070526915,0.08081254029160077,0.39057778041366836,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN109,person,['person'],person,"['person', 'mountain', 'new', 'early', 'side']",1,0.01407116909017339,0.4519087775218607,0.07928288037317495,0.37262589714868577,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN110,child,['child'],child,"['child', 'river', 'sky', 'side', 'person']",1,0.01554231642938228,0.49591780397907037,0.11921444805253742,0.3767033559265329,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN111,study,['study'],study,"['study', 'person', 'see', 'big', 'go']",1,0.0165755955668132,0.5217867631311042,0.06361073575738938,0.45817602737371477,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN112,life,['life'],life,"['life', 'sky', 'come', 'drink', 'early']",1,0.01660307191176582,0.5268947240445271,0.0613063996576861,0.465588324386841,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN113,eat,['eat'],eat,"['eat', 'moon', 'early', 'person', 'few']",1,0.015099982339984087,0.4839103911260464,0.1336577375292872,0.35025265359675917,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN114,drink,['drink'],drink,"['drink', 'road', 'eat', 'life', 'down']",1,0.015552198263210044,0.5074845714970525,0.07000417626599063,0.43748039523106186,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN115,see,['see'],see,"['see', 'person', 'small', 'water', 'side']",1,0.01644127992969465,0.529771283699876,0.07001405622929498,0.45975722747058106,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN116,go,['go'],go,"['go', 'eat', 'enter', 'river', 'high']",1,0.014959488527758313,0.4966079490536818,0.09252578283698248,0.4040821662166993,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN117,come,['come'],come,"['come', 'light', 'study', 'old', 'eat']",1,0.013920622645569777,0.46844543524196425,0.08382472648531948,0.3846207087566448,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN118,enter,['enter'],enter,"['enter', 'eat', 'wind', 'moon', 'up']",1,0.015119152568268231,0.481224056700046,0.06201474586039752,0.41920931083964846,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN119,exit,['exit'],exit,"['exit', 'study', 'come', 'many', 'sky']",1,0.013803108032568227,0.4486234169538873,0.09360267958165823,0.35502073737222906,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN120,big,['big'],big,"['big', 'wind', 'high', 'side', 'see']",1,0.016751435741677388,0.5192597745460786,0.0902962252472408,0.42896354929883784,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN121,small,['small'],small,"['small', 'light', 'sea', 'go', 'moon']",1,0.014085128176339185,0.4636662163276652,0.05717361766758628,0.4064925986600789,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN122,long,['long'],long,"['long', 'high', 'wind', 'small', 'fire']",1,0.01589220824389645,0.49478255804387367,0.09554440621895706,0.3992381518249166,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN123,high,['high'],high,"['high', 'long', 'wind', 'light', 'enter']",1,0.013300366561108567,0.4353553247925803,0.09157110078812776,0.3437842240044526,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN124,new,['new'],new,"['new', 'down', 'few', 'big', 'moon']",1,0.015032113232737909,0.48243384057927285,0.09355699874554545,0.3888768418337274,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN125,old,['old'],old,"['old', 'wind', 'sea', 'river', 'many']",1,0.01344457923510553,0.45746714239831315,0.0814481278742231,0.37601901452409003,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN126,early,['early'],early,"['early', 'person', 'long', 'wind', 'see']",1,0.0157757362722872,0.5027258103111996,0.07994857093315502,0.42277723937804457,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN127,many,['many'],many,"['many', 'old', 'life', 'up', 'light']",1,0.015318891032369558,0.48728027909753213,0.07553275824056944,0.4117475208569627,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN128,few,['few'],few,"['few', 'new', 'high', 'blue', 'early']",1,0.01764185840296125,0.5352862315725307,0.0875034857712445,0.44778274580128624,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN129,up,['up'],up,"['up', 'exit', 'water', 'enter', 'sky']",1,0.016920986810586288,0.5506327512987089,0.06364395475382165,0.48698879654488725,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN130,down,['down'],down,"['down', 'moon', 'small', 'fire', 'long']",1,0.01733462612738431,0.5428472827156282,0.07627626141759364,0.46657102129803457,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN301,blue,['blue'],blue,"['blue', 'long', 'big', 'many', 'mountain']",1,0.014684207219485077,0.46934046649193084,0.09881088343315991,0.37052958305877093,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN302,road,['road'],road,"['road', 'high', 'drink', 'old', 'sky']",1,0.015179759487485464,0.4781739233323214,0.09161841728097632,0.3865555060513451,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN303,wind,['wind'],wind,"['wind', 'big', 'many', 'side', 'mountain']",1,0.01621098438713301,0.5082778897944082,0.09326645586663188,0.4150114339277764,True
RUN_1768091923,C2_EN_ONLY,A,EN,EN304,side,['side'],side,"['side', 'child', 'long', 'eat', 'enter']",1,0.01657154948068714,0.5241805592908471,0.0782886778076964,0.4458918814831507,True
RUN_1768091923,C3_MIXED_A,A,JP,JP001,light,"['light', 'ひかり', '光']",光,"['光', 'ひかり', 'light', 'ひのひかり', 'つきひかり']",1,0.016020444567994584,0.5329559884354046,0.5150793517998634,0.017876636635541177,True
RUN_1768091923,C3_MIXED_A,A,JP,JP002,water,"['水', 'みず', 'water']",水,"['水', 'water', 'みず', 'ひかり', 'go']",1,0.016373196308739325,0.5114424862862847,0.5071300360147951,0.004312450271489632,True
RUN_1768091923,C3_MIXED_A,A,JP,JP003,fire,"['ひ', '火', 'fire']",ひ,"['ひ', '火', 'fire', 'ひのひかり', 'いのち']",1,0.014791670208397577,0.4784321281000105,0.4655375331300853,0.012894594969925233,True
RUN_1768091923,C3_MIXED_A,A,JP,JP004,moon,"['月', 'moon', 'つき']",moon,"['moon', 'つき', '月', 'つきひかり', 'たべる']",1,0.014814649303821403,0.513270273926189,0.4784669915201936,0.03480328240599534,True
RUN_1768091923,C3_MIXED_A,A,JP,JP005,sky,"['そら', 'sky', '空']",そら,"['そら', 'sky', '空', 'うみそら', 'あおぞら']",1,0.017328933437314398,0.5356276779117707,0.5321973550132141,0.0034303228985566037,True
RUN_1768091923,C3_MIXED_A,A,JP,JP006,mountain,"['やま', '山', 'mountain']",山,"['山', 'やま', 'mountain', 'やまかわ', 'やまみち']",1,0.014615512879288643,0.49729020670133006,0.4745225677909943,0.022767638910335786,True
RUN_1768091923,C3_MIXED_A,A,JP,JP007,river,"['river', '川', 'かわ']",river,"['river', '川', 'かわ', 'かわべ', 'やまかわ']",1,0.013456676728942291,0.49551457376818053,0.46939695949533755,0.02611761427284298,True
RUN_1768091923,C3_MIXED_A,A,JP,JP008,sea,"['sea', '海', 'うみ']",海,"['海', 'うみかぜ', 'sea', 'うみ', 'うみそら']",1,0.014627245993810755,0.47837295798296153,0.47812333916902805,0.0002496188139334832,True
RUN_1768091923,C3_MIXED_A,A,JP,JP009,person,"['person', 'ひと', '人']",ひと,"['ひと', '人', 'person', 'ひとこども', 'こども']",1,0.014653660698893402,0.47061604122727896,0.46101522120227595,0.00960082002500301,True
RUN_1768091923,C3_MIXED_A,A,JP,JP010,child,"['こども', '子供', 'child']",child,"['child', 'こども', '子供', 'ひとこども', 'river']",1,0.01440886119051356,0.49591780397907037,0.45975198303968234,0.03616582093938803,True
RUN_1768091923,C3_MIXED_A,A,JP,JP011,study,"['べんきょう', 'study']",study,"['study', 'べんきょう', 'こども', 'やまみち', 'person']",1,0.016174313939891955,0.5217867631311042,0.509154731879423,0.01263203125168122,True
RUN_1768091923,C3_MIXED_A,A,JP,JP012,life,"['life', 'いのち']",いのち,"['いのち', 'life', 'あたらしいいのち', 'かぜ', 'sky']",1,0.01671120535439758,0.5303263143380724,0.5268947240445271,0.003431590293545339,True
RUN_1768091923,C3_MIXED_A,A,JP,JP013,eat,"['たべる', 'eat']",たべる,"['たべる', 'eat', 'moon', 'early', 'たかい']",1,0.015402824204764598,0.493615589578314,0.4839103911260464,0.009705198452267583,True
RUN_1768091923,C3_MIXED_A,A,JP,JP014,drink,"['drink', 'のむ']",drink,"['drink', 'のむ', '山', 'road', 'ひとこども']",1,0.01527491223166375,0.5074845714970525,0.4984364369169869,0.009048134580065592,True
RUN_1768091923,C3_MIXED_A,A,JP,JP015,see,"['see', 'みる']",see,"['see', 'みる', 'person', 'small', 'みち']",1,0.015867273998590645,0.529771283699876,0.5112756519563222,0.018495631743553842,True
RUN_1768091923,C3_MIXED_A,A,JP,JP016,go,"['いく', 'go']",go,"['go', 'いく', 'eat', 'ちいさいかわ', 'かわ']",1,0.014636853467515582,0.4966079490536818,0.4858974802256433,0.0107104688280385,True
RUN_1768091923,C3_MIXED_A,A,JP,JP017,come,"['come', 'くる']",くる,"['くる', 'come', 'light', 'ひのひかり', 'study']",1,0.014952595875469252,0.5031725563734439,0.46844543524196425,0.03472712113147969,True
RUN_1768091923,C3_MIXED_A,A,JP,JP018,enter,"['enter', 'はいる']",はいる,"['はいる', 'enter', 'みち', 'かぜ', 'たべる']",1,0.015795830553874672,0.5027618858768335,0.481224056700046,0.021537829176787482,True
RUN_1768091923,C3_MIXED_A,A,JP,JP019,exit,"['でる', 'exit']",でる,"['でる', 'exit', 'べんきょう', 'study', 'あおぞら']",1,0.015462740442318112,0.5025641642691044,0.4486234169538873,0.05394074731521714,True
RUN_1768091923,C3_MIXED_A,A,JP,JP020,big,"['おおきい', 'big']",おおきい,"['おおきい', 'big', 'wind', 'はいる', 'かわべ']",1,0.017276139734135977,0.5355245103591172,0.5192597745460786,0.016264735813038556,True
RUN_1768091923,C3_MIXED_A,A,JP,JP021,small,"['ちいさい', 'small']",ちいさい,"['ちいさい', 'small', 'ちいさいかわ', 'みる', 'うえ']",1,0.014238457471485066,0.46871364033704715,0.4636662163276652,0.005047424009381962,True
RUN_1768091923,C3_MIXED_A,A,JP,JP022,long,"['long', 'ながい']",ながい,"['ながい', 'long', 'high', 'ちいさいかわ', 'やまかわ']",1,0.016663091919085958,0.5187829858579894,0.49478255804387367,0.024000427814115766,True
RUN_1768091923,C3_MIXED_A,A,JP,JP023,high,"['high', 'たかい']",たかい,"['たかい', 'high', 'たかいやま', 'long', 'はいる']",1,0.014916974772236812,0.48827108388722523,0.4353553247925803,0.05291575909464491,True
RUN_1768091923,C3_MIXED_A,A,JP,JP024,new,"['new', 'あたらしい']",あたらしい,"['あたらしい', 'new', 'あたらしいいのち', '人', 'ひとこども']",1,0.01588997979971214,0.5099658220247425,0.48243384057927285,0.027531981445469644,True
RUN_1768091923,C3_MIXED_A,A,JP,JP025,old,"['old', 'ふるい']",ふるい,"['ふるい', 'old', 'うみかぜ', 'wind', '海']",1,0.014186228088302808,0.4827025904998975,0.45746714239831315,0.025235448101584346,True
RUN_1768091923,C3_MIXED_A,A,JP,JP026,early,"['early', 'はやい']",early,"['early', 'はやい', 'ひと', 'person', 'long']",1,0.015329704845910078,0.5027258103111996,0.48851211490076085,0.01421369541043871,True
RUN_1768091923,C3_MIXED_A,A,JP,JP027,many,"['many', 'おおい']",many,"['many', 'おおい', 'あたらしいいのち', 'あおぞら', 'old']",1,0.014901122848955348,0.48728027909753213,0.4739914452921352,0.013288833805396916,True
RUN_1768091923,C3_MIXED_A,A,JP,JP028,few,"['すくない', 'few']",すくない,"['すくない', 'few', 'あたらしい', 'new', 'たかい']",1,0.01826271289760069,0.554124091802416,0.5352862315725307,0.018837860229885206,True
RUN_1768091923,C3_MIXED_A,A,JP,JP029,up,"['up', 'うえ']",up,"['up', 'うえ', 'exit', '火', 'water']",1,0.014516826982504786,0.5506327512987089,0.4723980032005583,0.07823474809815062,True
RUN_1768091923,C3_MIXED_A,A,JP,JP030,down,"['down', 'した']",down,"['down', 'した', 'かわ', 'moon', 'small']",1,0.015906789382945097,0.5428472827156282,0.49813346592001273,0.04471381679561548,True
RUN_1768091923,C3_MIXED_A,A,JP,JP301,blue,"['あお', 'blue']",blue,"['blue', 'あおぞら', 'あお', 'おおい', 'long']",1,0.014095320031884975,0.46934046649193084,0.45263452995545467,0.016705936536476174,True
RUN_1768091923,C3_MIXED_A,A,JP,JP302,road,"['みち', 'road']",みち,"['みち', 'road', 'やまみち', 'high', 'drink']",1,0.01550228802146636,0.4883338164852671,0.4781739233323214,0.010159893152945687,True
RUN_1768091923,C3_MIXED_A,A,JP,JP303,wind,"['かぜ', 'wind']",かぜ,"['かぜ', 'wind', 'うみかぜ', 'ふるい', '子供']",1,0.017225577134960247,0.5400893485282561,0.5082778897944082,0.03181145873384783,True
RUN_1768091923,C3_MIXED_A,A,JP,JP304,side,"['side', 'そば']",side,"['side', 'そば', 'かわべ', 'child', '川']",1,0.016038241862651494,0.5241805592908471,0.5073113168689607,0.016869242421886366,True
RUN_1768091923,C3_MIXED_A,A,JP,JP201,light,"['light', 'ひかり', '光']",光,"['光', 'ひかり', 'light', 'ひのひかり', 'つきひかり']",1,0.016576459219486854,0.5329559884354046,0.5150793517998634,0.017876636635541177,True
RUN_1768091923,C3_MIXED_A,A,JP,JP202,water,"['水', 'みず', 'water']",水,"['水', 'water', 'みず', 'ひかり', 'go']",1,0.016514099582846567,0.5114424862862847,0.5071300360147951,0.004312450271489632,True
RUN_1768091923,C3_MIXED_A,A,JP,JP203,fire,"['ひ', '火', 'fire']",ひ,"['ひ', '火', 'fire', 'ひのひかり', 'いのち']",1,0.014393008444139717,0.4784321281000105,0.4655375331300853,0.012894594969925233,True
RUN_1768091923,C3_MIXED_A,A,JP,JP204,moon,"['月', 'moon', 'つき']",moon,"['moon', 'つき', '月', 'つきひかり', 'たべる']",1,0.01467472556405343,0.513270273926189,0.4784669915201936,0.03480328240599534,True
RUN_1768091923,C3_MIXED_A,A,JP,JP205,sky,"['そら', 'sky', '空']",そら,"['そら', 'sky', '空', 'うみそら', 'あおぞら']",1,0.016902329021800326,0.5356276779117707,0.5321973550132141,0.0034303228985566037,True
RUN_1768091923,C3_MIXED_A,A,JP,JP206,mountain,"['やま', '山', 'mountain']",山,"['山', 'やま', 'mountain', 'やまかわ', 'やまみち']",1,0.015316766607375965,0.49729020670133006,0.4745225677909943,0.022767638910335786,True
RUN_1768091923,C3_MIXED_A,A,JP,JP207,river,"['river', '川', 'かわ']",river,"['river', '川', 'かわ', 'かわべ', 'やまかわ']",1,0.014116752094400822,0.49551457376818053,0.46939695949533755,0.02611761427284298,True
RUN_1768091923,C3_MIXED_A,A,JP,JP208,sea,"['sea', '海', 'うみ']",海,"['海', 'うみかぜ', 'sea', 'うみ', 'うみそら']",1,0.014970646375824804,0.47837295798296153,0.47812333916902805,0.0002496188139334832,True
RUN_1768091923,C3_MIXED_A,A,JP,JP209,person,"['person', 'ひと', '人']",ひと,"['ひと', '人', 'person', 'ひとこども', 'こども']",1,0.014354718149653795,0.47061604122727896,0.46101522120227595,0.00960082002500301,True
RUN_1768091923,C3_MIXED_A,A,JP,JP210,child,"['こども', '子供', 'child']",child,"['child', 'こども', '子供', 'ひとこども', 'river']",1,0.0139340826856212,0.49591780397907037,0.45975198303968234,0.03616582093938803,True
RUN_1768091923,C3_MIXED_A,A,EN,EN101,light,"['light', 'ひかり', '光']",光,"['光', 'ひかり', 'light', 'ひのひかり', 'つきひかり']",1,0.015372160253010483,0.5329559884354046,0.5150793517998634,0.017876636635541177,True
RUN_1768091923,C3_MIXED_A,A,EN,EN102,water,"['水', 'みず', 'water']",水,"['水', 'water', 'みず', 'ひかり', 'go']",1,0.01637485375337594,0.5114424862862847,0.5071300360147951,0.004312450271489632,True
